lead_id,fecha_contacto,edad,pais_origen,idioma_interes,canal_contacto,interacciones_previas,conversion,dias_a_conversion,monto_compra_usd
387,2025-02-06,35,Colombia,Inglés,TikTok,5,1,8.0,1153.19
388,2025-05-10,39,México,Inglés,Facebook,2,1,5.0,2001.4
389,2025-03-18,23,Chile,Alemán,Google Ads,4,1,2.0,1963.69
390,2025-06-17,22,Argentina,Japonés,Organico,5,0,,
391,2025-04-03,18,Colombia,Inglés,Facebook,1,1,23.0,1340.89
392,2025-02-12,32,Chile,Japonés,Organico,2,1,5.0,2398.16
393,2025-02-25,16,México,Alemán,TikTok,5,1,13.0,1864.81
394,2025-04-26,31,Brasil,Japonés,Google Ads,5,1,8.0,934.6
395,2025-05-24,27,Chile,Alemán,Google Ads,3,0,,
396,2025-02-20,42,Chile,Alemán,TikTok,4,0,,
397,2025-07-12,34,Brasil,Italiano,TikTok,3,1,24.0,1209.05
398,2025-05-03,37,Chile,Alemán,Instagram,2,0,,
399,2025-04-30,38,México,Alemán,TikTok,5,1,8.0,1414.66
400,2025-05-04,37,México,Francés,Youtube,3,1,12.0,1712.56
401,2025-07-04,29,Brasil,Inglés,TikTok,4,0,,
402,2025-03-26,21,Argentina,Italiano,Youtube,2,1,2.0,1975.62
403,2025-03-23,21,Colombia,Italiano,TikTok,1,0,,
404,2025-03-02,28,Argentina,Italiano,Instagram,3,0,,
405,2025-04-05,34,Chile,Francés,Youtube,2,1,24.0,2232.77
406,2025-03-28,37,Colombia,Alemán,Facebook,1,0,,
407,2025-04-12,23,Brasil,Inglés,Youtube,3,0,,
408,2025-06-27,42,Brasil,Japonés,Instagram,2,1,29.0,1843.74
409,2025-05-13,42,Colombia,Alemán,Organico,2,1,21.0,1751.13
410,2025-03-10,17,México,Francés,Youtube,3,1,1.0,1159.03
411,2025-03-13,36,Colombia,Alemán,TikTok,2,0,,
412,2025-04-09,16,Chile,Alemán,TikTok,5,0,,
413,2025-05-27,43,México,Francés,Organico,3,1,14.0,1665.73
414,2025-06-01,30,Brasil,Italiano,Instagram,2,1,15.0,1731.12
415,2025-02-08,16,Colombia,Italiano,Google Ads,1,1,26.0,1497.41
416,2025-01-14,20,Argentina,Inglés,TikTok,1,1,21.0,1212.91
417,2025-07-06,43,Argentina,Inglés,Facebook,5,1,26.0,2389.06
418,2025-04-22,44,Chile,Italiano,Instagram,3,1,6.0,1796.39
419,2025-01-22,31,Argentina,Japonés,Youtube,2,1,10.0,2292.63
420,2025-03-08,34,Colombia,Alemán,Youtube,2,1,3.0,962.8
421,2025-06-15,19,Colombia,Japonés,Facebook,1,1,22.0,1088.89
422,2025-05-31,18,Argentina,Alemán,TikTok,5,1,10.0,976.03
423,2025-05-26,32,Colombia,Italiano,Instagram,1,0,,
424,2025-05-18,32,Chile,Inglés,Facebook,1,1,27.0,1826.27
425,2025-04-10,27,México,Inglés,TikTok,5,1,22.0,2152.24
426,2025-02-24,43,Chile,Japonés,Instagram,3,1,19.0,1724.14
427,2025-03-15,44,Chile,Inglés,Youtube,2,1,19.0,1520.72
428,2025-01-24,29,Colombia,Italiano,Instagram,3,1,26.0,1578.79
429,2025-02-01,36,México,Japonés,Organico,4,1,4.0,1827.95
430,2025-03-07,21,Colombia,Alemán,Google Ads,4,1,15.0,1721.18
431,2025-01-11,18,Brasil,Inglés,Instagram,4,0,,
432,2025-07-10,43,Colombia,Francés,Google Ads,5,0,,
433,2025-05-31,24,Colombia,Inglés,Instagram,1,0,,
434,2025-06-26,20,Colombia,Alemán,Google Ads,3,0,,
435,2025-01-20,39,México,Japonés,Organico,2,0,,
436,2025-05-01,44,Colombia,Alemán,Youtube,4,1,27.0,1711.83
437,2025-03-10,32,México,Francés,TikTok,3,1,18.0,1421.13
438,2025-04-14,29,Argentina,Italiano,Google Ads,4,1,13.0,938.36
439,2025-02-17,36,Brasil,Inglés,Organico,4,1,25.0,2363.1
440,2025-05-28,18,México,Japonés,Google Ads,2,0,,
441,2025-05-03,43,Argentina,Italiano,Youtube,5,1,28.0,1786.31
442,2025-05-12,16,México,Alemán,Google Ads,1,1,26.0,1639.77
443,2025-05-11,35,México,Japonés,Organico,5,1,14.0,1310.31
444,2025-04-14,44,Brasil,Italiano,Organico,3,1,1.0,2236.91
445,2025-02-01,36,Chile,Japonés,Facebook,5,0,,
446,2025-03-06,38,Chile,Francés,Youtube,3,0,,
447,2025-03-30,16,México,Francés,Facebook,3,1,17.0,1075.04
448,2025-03-05,18,Colombia,Inglés,Youtube,1,0,,
449,2025-04-09,33,Argentina,Inglés,Google Ads,2,1,3.0,1529.36
450,2025-06-27,40,Colombia,Francés,Organico,1,0,,
451,2025-06-15,25,Colombia,Japonés,Facebook,5,1,18.0,2127.49
452,2025-04-19,37,México,Francés,Google Ads,3,1,26.0,1783.23
453,2025-02-20,41,México,Inglés,Organico,4,1,8.0,1736.77
454,2025-03-01,18,México,Francés,Youtube,4,0,,
455,2025-05-23,23,México,Francés,Organico,3,0,,
456,2025-06-14,29,Chile,Japonés,Google Ads,1,1,19.0,1751.18
457,2025-03-16,39,México,Italiano,Facebook,2,1,8.0,1230.82
458,2025-06-11,33,Chile,Inglés,Facebook,1,0,,
459,2025-02-09,30,Chile,Japonés,Organico,3,1,7.0,1244.01
460,2025-03-11,37,México,Francés,Google Ads,3,1,20.0,1975.03
461,2025-01-25,38,Brasil,Francés,Instagram,2,1,27.0,1453.77
462,2025-07-12,17,Argentina,Italiano,Youtube,5,1,22.0,2445.34
463,2025-02-19,42,Colombia,Inglés,Youtube,5,0,,
464,2025-05-17,25,Chile,Inglés,Google Ads,2,0,,
465,2025-05-27,17,Argentina,Alemán,Instagram,5,1,12.0,1621.45
466,2025-06-26,41,Brasil,Inglés,Facebook,4,1,10.0,1699.96
467,2025-01-19,32,Colombia,Italiano,TikTok,5,0,,
468,2025-06-07,23,Colombia,Alemán,TikTok,5,1,14.0,1200.87
469,2025-05-17,16,Chile,Alemán,Google Ads,5,0,,
470,2025-01-21,24,México,Francés,Instagram,4,1,9.0,1936.27
471,2025-06-04,26,Brasil,Francés,Instagram,5,1,8.0,1134.88
472,2025-03-05,37,Chile,Inglés,Youtube,4,0,,
473,2025-06-15,31,Brasil,Alemán,Facebook,2,0,,
474,2025-06-03,22,México,Francés,Organico,1,1,18.0,1698.16
475,2025-03-04,44,México,Italiano,Instagram,2,0,,
476,2025-02-08,25,Chile,Francés,Organico,1,1,21.0,2074.23
477,2025-01-11,38,México,Francés,TikTok,2,1,7.0,1171.53
478,2025-06-04,41,Argentina,Alemán,Organico,1,0,,
479,2025-02-26,18,Colombia,Alemán,Facebook,1,0,,
480,2025-05-07,33,Chile,Japonés,Facebook,3,1,11.0,2168.82
481,2025-07-09,40,Brasil,Italiano,Organico,1,1,13.0,1639.73
482,2025-06-13,39,Argentina,Alemán,Google Ads,1,1,18.0,2146.51
483,2025-02-09,28,Chile,Inglés,Instagram,3,1,8.0,1121.24
484,2025-06-29,43,México,Italiano,Google Ads,5,1,26.0,1438.91
485,2025-02-20,41,México,Italiano,Organico,5,0,,
486,2025-02-17,22,México,Alemán,Instagram,3,1,8.0,1227.17
487,2025-04-12,40,México,Italiano,Youtube,4,0,,
488,2025-06-01,19,Brasil,Alemán,Google Ads,1,1,6.0,1109.4
489,2025-05-18,28,Argentina,Francés,Google Ads,1,1,4.0,1121.41
490,2025-03-11,35,Colombia,Japonés,Organico,3,1,3.0,2247.24
491,2025-02-03,16,Brasil,Francés,TikTok,3,1,30.0,2241.93
492,2025-03-23,23,Brasil,Alemán,Organico,4,1,19.0,1867.38
493,2025-02-08,29,Colombia,Alemán,Google Ads,5,0,,
494,2025-02-25,31,Colombia,Francés,Instagram,2,1,23.0,1716.1
495,2025-06-18,29,México,Inglés,TikTok,5,0,,
496,2025-07-12,27,Brasil,Inglés,Organico,1,1,9.0,1398.84
497,2025-02-12,34,Chile,Inglés,Organico,3,0,,
498,2025-04-12,38,Colombia,Alemán,Google Ads,4,1,30.0,2129.13
499,2025-01-21,30,Colombia,Italiano,Google Ads,5,0,,
500,2025-06-22,43,Argentina,Alemán,Youtube,4,1,6.0,952.76
501,2025-03-27,17,Chile,Italiano,Organico,5,0,,
502,2025-06-22,17,Chile,Francés,Google Ads,1,0,,
503,2025-04-06,38,Colombia,Japonés,Facebook,2,1,12.0,1728.29
504,2025-03-18,37,México,Italiano,TikTok,4,1,21.0,1324.59
505,2025-02-23,34,Argentina,Inglés,Facebook,4,1,10.0,1458.66
506,2025-05-16,40,Chile,Alemán,TikTok,2,0,,
507,2025-04-10,41,Colombia,Francés,Organico,4,1,14.0,1390.87
508,2025-05-05,44,Chile,Inglés,Youtube,4,1,13.0,2389.63
509,2025-04-30,37,Argentina,Francés,Google Ads,5,1,12.0,1452.29
510,2025-02-06,41,Argentina,Japonés,Google Ads,5,1,4.0,1446.41
511,2025-01-14,41,Brasil,Alemán,Google Ads,2,0,,
512,2025-01-31,37,Colombia,Alemán,Organico,1,1,26.0,2129.55
513,2025-04-11,32,Argentina,Japonés,TikTok,4,1,4.0,2476.43
514,2025-06-28,35,Brasil,Alemán,Google Ads,1,0,,
515,2025-04-26,25,Brasil,Italiano,Facebook,2,1,19.0,1288.34
516,2025-06-12,21,Chile,Francés,Google Ads,2,0,,
517,2025-04-26,30,Chile,Inglés,Organico,5,1,1.0,1011.83
518,2025-02-01,37,Brasil,Japonés,Youtube,4,1,9.0,1820.83
519,2025-04-27,26,Chile,Italiano,Facebook,3,1,9.0,903.09
520,2025-03-24,43,Argentina,Inglés,Google Ads,2,0,,
521,2025-07-04,20,México,Inglés,Google Ads,4,1,9.0,2453.37
522,2025-06-23,16,Argentina,Japonés,Instagram,1,1,9.0,2071.69
523,2025-06-21,23,Brasil,Italiano,TikTok,5,1,11.0,1243.29
524,2025-02-27,36,Brasil,Inglés,Facebook,1,1,23.0,971.53
525,2025-04-07,43,Argentina,Inglés,Instagram,2,0,,
526,2025-01-12,27,Chile,Italiano,Youtube,2,1,21.0,2477.64
527,2025-01-28,27,Chile,Alemán,TikTok,1,0,,
528,2025-04-11,20,Brasil,Inglés,Facebook,2,1,3.0,1662.94
529,2025-03-28,22,Colombia,Francés,Google Ads,4,0,,
530,2025-01-12,19,Chile,Italiano,Facebook,2,1,17.0,1442.08
531,2025-06-27,21,Argentina,Inglés,Google Ads,5,1,25.0,1196.33
532,2025-04-30,28,Chile,Japonés,TikTok,4,1,24.0,2170.14
533,2025-01-29,35,Argentina,Francés,Google Ads,3,0,,
534,2025-02-23,30,Brasil,Inglés,Youtube,2,1,18.0,1760.04
535,2025-04-29,18,Chile,Francés,Organico,2,0,,
536,2025-02-27,38,Argentina,Francés,Google Ads,5,0,,
537,2025-03-03,23,Brasil,Alemán,Youtube,5,1,7.0,955.81
538,2025-03-05,35,Colombia,Francés,Organico,1,1,28.0,1884.64
539,2025-02-17,31,Argentina,Alemán,TikTok,1,1,17.0,2349.58
540,2025-03-12,28,Colombia,Italiano,TikTok,1,1,9.0,2013.03
541,2025-04-29,33,Colombia,Alemán,Facebook,5,0,,
542,2025-05-22,43,México,Japonés,Youtube,1,0,,
543,2025-05-08,25,Chile,Inglés,Youtube,1,1,13.0,983.59
544,2025-01-14,34,Argentina,Italiano,Instagram,3,1,18.0,2129.44
545,2025-05-01,32,Colombia,Italiano,Instagram,1,1,4.0,1935.38
546,2025-01-15,39,México,Japonés,Organico,2,1,8.0,1703.41
547,2025-01-13,34,Brasil,Alemán,Organico,5,0,,
548,2025-01-20,43,Argentina,Inglés,Instagram,4,1,17.0,1026.11
549,2025-07-09,41,Colombia,Alemán,Organico,3,0,,
550,2025-06-18,38,Chile,Francés,Google Ads,5,1,20.0,1727.84
551,2025-05-12,41,México,Alemán,Instagram,5,1,2.0,960.99
552,2025-04-18,20,Colombia,Italiano,Youtube,2,1,9.0,1722.45
553,2025-05-07,41,Chile,Inglés,Google Ads,1,1,6.0,2290.32
554,2025-03-21,36,Colombia,Alemán,Organico,2,1,28.0,1932.55
555,2025-05-02,38,Argentina,Inglés,TikTok,1,0,,
556,2025-05-02,24,Argentina,Inglés,Facebook,1,0,,
557,2025-03-20,27,Argentina,Francés,Instagram,5,1,3.0,2388.56
558,2025-03-12,36,México,Francés,TikTok,1,1,14.0,2141.87
559,2025-06-02,16,Argentina,Italiano,Organico,3,1,24.0,1109.35
560,2025-03-03,41,Chile,Japonés,Youtube,3,0,,
561,2025-05-19,41,Colombia,Inglés,Facebook,3,1,14.0,1388.57
562,2025-03-20,16,Brasil,Japonés,TikTok,5,0,,
563,2025-05-21,30,Chile,Italiano,Facebook,2,1,25.0,2163.48
564,2025-06-10,17,Chile,Inglés,Instagram,4,1,23.0,1310.38
565,2025-02-21,37,Argentina,Inglés,Organico,1,0,,
566,2025-01-31,31,México,Japonés,Youtube,4,1,13.0,2478.21
567,2025-01-22,40,Colombia,Alemán,Organico,2,1,11.0,1315.28
568,2025-04-08,23,México,Francés,Facebook,2,1,24.0,2225.24
569,2025-03-11,28,Colombia,Alemán,TikTok,5,1,8.0,1033.12
570,2025-07-11,36,Colombia,Japonés,Instagram,3,1,10.0,2304.49
571,2025-02-08,16,México,Francés,Instagram,3,0,,
572,2025-06-06,31,Chile,Alemán,Organico,2,0,,
573,2025-02-12,44,Colombia,Francés,TikTok,5,1,7.0,1853.65
574,2025-01-12,22,México,Inglés,TikTok,5,0,,
575,2025-06-03,20,Colombia,Alemán,Facebook,1,1,3.0,1702.74
576,2025-05-24,37,Brasil,Francés,Organico,3,1,10.0,1464.81
577,2025-03-17,44,Chile,Francés,Organico,2,1,29.0,2102.04
578,2025-02-26,38,Argentina,Francés,Google Ads,4,1,30.0,1660.67
579,2025-04-10,18,Colombia,Alemán,Organico,3,1,15.0,1690.38
580,2025-03-31,27,Brasil,Italiano,Instagram,1,0,,
581,2025-05-05,41,Argentina,Alemán,Facebook,5,1,20.0,2311.47
582,2025-03-15,31,Argentina,Japonés,TikTok,2,1,26.0,1758.6
583,2025-04-23,34,Colombia,Alemán,Organico,3,1,16.0,1483.02
584,2025-05-21,20,México,Francés,Facebook,4,0,,
585,2025-03-20,37,Colombia,Inglés,Organico,1,0,,
586,2025-01-25,40,Brasil,Alemán,TikTok,1,1,2.0,1554.95
587,2025-06-22,44,Argentina,Alemán,Youtube,3,1,7.0,2050.09
588,2025-06-11,29,Colombia,Francés,TikTok,4,1,5.0,2492.83
589,2025-02-26,43,México,Inglés,TikTok,1,1,21.0,980.04
590,2025-05-15,20,Colombia,Inglés,TikTok,2,1,13.0,2324.03
591,2025-07-08,30,Chile,Japonés,Organico,1,1,23.0,1473.61
592,2025-02-16,32,México,Alemán,Google Ads,4,1,16.0,2274.38
593,2025-05-24,29,Brasil,Inglés,TikTok,5,1,26.0,1553.99
594,2025-06-01,35,Argentina,Inglés,Instagram,5,1,10.0,2036.39
595,2025-05-02,20,Colombia,Italiano,Instagram,3,0,,
596,2025-05-31,27,México,Italiano,Facebook,4,0,,
597,2025-04-22,31,Chile,Inglés,Google Ads,1,1,12.0,2163.96
598,2025-02-02,41,México,Japonés,Facebook,1,1,21.0,2256.75
599,2025-02-20,41,Chile,Inglés,Instagram,5,1,23.0,1845.75
600,2025-02-27,31,Brasil,Francés,Instagram,5,1,18.0,969.53
601,2025-01-31,36,Argentina,Alemán,Youtube,2,0,,
602,2025-06-07,22,Brasil,Japonés,TikTok,5,1,9.0,2456.63
603,2025-03-18,19,Colombia,Francés,Instagram,2,0,,
604,2025-05-28,16,México,Japonés,Organico,1,0,,
605,2025-05-14,20,Chile,Francés,Organico,2,1,21.0,2077.44
606,2025-01-19,38,Chile,Alemán,Facebook,2,1,14.0,2280.85
607,2025-06-03,41,México,Alemán,Facebook,3,1,6.0,2290.96
608,2025-03-08,25,México,Italiano,TikTok,5,1,2.0,1796.86
609,2025-01-21,37,Colombia,Francés,TikTok,2,1,13.0,1147.19
610,2025-01-22,20,Brasil,Italiano,Youtube,1,1,5.0,2258.46
611,2025-01-26,19,Chile,Francés,Google Ads,4,0,,
612,2025-06-12,17,Colombia,Italiano,Facebook,2,1,1.0,1795.32
613,2025-07-11,35,Brasil,Alemán,TikTok,5,1,6.0,2189.63
614,2025-02-07,25,Colombia,Japonés,Facebook,3,1,30.0,2065.42
615,2025-03-15,41,Chile,Italiano,TikTok,1,0,,
616,2025-04-01,34,México,Francés,Instagram,3,1,5.0,1584.52
617,2025-01-12,41,México,Francés,Facebook,4,0,,
618,2025-02-12,16,Brasil,Alemán,Instagram,2,1,8.0,955.21
619,2025-02-10,39,Argentina,Francés,Facebook,2,1,13.0,1179.33
620,2025-01-30,20,Brasil,Inglés,Google Ads,5,1,28.0,1228.44
621,2025-01-14,28,Argentina,Japonés,Youtube,2,1,25.0,1321.38
622,2025-03-23,19,Colombia,Italiano,Organico,1,0,,
623,2025-04-02,31,Colombia,Japonés,Organico,4,1,22.0,1858.56
624,2025-03-19,39,Chile,Alemán,Organico,3,0,,
625,2025-05-21,31,Argentina,Italiano,Instagram,4,1,13.0,1694.09
626,2025-04-06,38,Chile,Italiano,TikTok,2,1,28.0,1495.59
627,2025-04-07,17,México,Inglés,Organico,3,1,1.0,2075.05
628,2025-01-14,32,Argentina,Alemán,Google Ads,5,1,30.0,1576.6
629,2025-05-04,43,Brasil,Francés,Organico,4,0,,
630,2025-07-08,42,México,Inglés,Facebook,3,0,,
631,2025-05-15,35,México,Inglés,Instagram,3,1,2.0,1800.27
632,2025-01-19,39,Brasil,Japonés,Facebook,3,1,22.0,2397.83
633,2025-05-30,27,México,Japonés,Facebook,1,1,8.0,2042.61
634,2025-03-17,33,Argentina,Japonés,Facebook,4,1,13.0,2326.05
635,2025-05-20,18,Chile,Inglés,Youtube,3,1,20.0,1188.62
636,2025-03-30,43,México,Francés,Youtube,4,1,16.0,1373.48
637,2025-03-07,16,Argentina,Italiano,TikTok,3,1,29.0,1220.56
638,2025-02-22,16,Colombia,Japonés,Instagram,5,1,24.0,2198.98
639,2025-06-18,44,Argentina,Francés,Google Ads,5,1,28.0,2097.24
640,2025-04-13,34,Chile,Alemán,Google Ads,5,1,20.0,1060.39
641,2025-04-30,26,Argentina,Japonés,Google Ads,2,1,26.0,1817.24
642,2025-07-04,20,Brasil,Italiano,Facebook,3,1,26.0,2229.48
643,2025-02-10,27,Chile,Alemán,Youtube,2,0,,
644,2025-05-15,18,Colombia,Alemán,Instagram,4,1,13.0,2088.37
645,2025-04-14,16,Brasil,Italiano,Facebook,2,1,9.0,1496.81
646,2025-05-23,16,Argentina,Japonés,Youtube,4,1,19.0,1558.0
647,2025-06-03,23,Chile,Inglés,Youtube,4,1,26.0,2367.76
648,2025-02-28,25,Colombia,Italiano,Organico,4,0,,
649,2025-01-16,26,Brasil,Italiano,Organico,2,1,6.0,2441.57
650,2025-06-25,27,Colombia,Italiano,Instagram,3,0,,
651,2025-03-09,44,Argentina,Alemán,Instagram,2,0,,
652,2025-04-04,28,Colombia,Francés,Instagram,3,1,25.0,900.39
653,2025-06-19,27,México,Inglés,Facebook,3,1,16.0,1827.71
654,2025-02-16,29,Brasil,Japonés,TikTok,4,0,,
655,2025-06-10,17,Colombia,Japonés,Instagram,2,1,24.0,929.34
656,2025-02-09,44,Argentina,Francés,Organico,3,1,16.0,1055.12
657,2025-04-27,34,Argentina,Italiano,TikTok,5,1,19.0,1654.46
658,2025-03-21,33,Colombia,Inglés,Facebook,3,1,26.0,2401.55
659,2025-03-18,18,Argentina,Japonés,TikTok,5,1,22.0,2416.54
660,2025-04-03,38,Chile,Japonés,Google Ads,2,1,28.0,947.27
661,2025-06-23,32,Chile,Italiano,TikTok,2,0,,
662,2025-04-23,41,Chile,Francés,Instagram,2,1,18.0,1387.42
663,2025-03-27,23,México,Inglés,Facebook,3,0,,
664,2025-04-21,44,Colombia,Francés,Instagram,1,1,13.0,2291.85
665,2025-06-17,41,México,Francés,Organico,3,1,8.0,1735.0
666,2025-03-25,25,Argentina,Inglés,Google Ads,3,1,25.0,1751.06
667,2025-04-15,41,México,Inglés,Organico,4,1,3.0,1826.3
668,2025-06-08,17,Argentina,Japonés,Instagram,4,1,2.0,2499.21
669,2025-04-23,34,Argentina,Japonés,Instagram,3,1,9.0,2142.25
670,2025-06-05,24,Brasil,Inglés,Instagram,5,0,,
671,2025-06-29,22,Chile,Alemán,Youtube,4,1,4.0,2217.16
672,2025-04-24,19,Argentina,Japonés,Google Ads,3,1,1.0,2470.53
673,2025-04-16,41,Brasil,Alemán,Instagram,1,0,,
674,2025-04-13,36,Chile,Inglés,Instagram,5,0,,
675,2025-04-25,33,Argentina,Japonés,Organico,2,1,18.0,904.99
676,2025-03-02,28,Argentina,Francés,Organico,3,1,23.0,1073.77
677,2025-03-28,26,México,Inglés,Instagram,3,0,,
678,2025-03-05,44,México,Italiano,Facebook,5,1,30.0,1891.84
679,2025-02-13,39,Chile,Alemán,Youtube,4,1,16.0,2299.21
680,2025-04-01,19,Argentina,Inglés,Organico,4,1,13.0,1983.36
681,2025-06-28,40,Colombia,Inglés,Facebook,4,0,,
682,2025-05-07,36,México,Japonés,Youtube,2,1,12.0,986.24
683,2025-05-13,44,Chile,Japonés,Instagram,5,0,,
684,2025-04-05,40,Argentina,Japonés,Google Ads,5,1,24.0,2239.24
685,2025-05-27,19,Argentina,Italiano,TikTok,4,0,,
686,2025-03-05,25,Colombia,Japonés,TikTok,4,1,13.0,1362.96
687,2025-04-02,20,Chile,Inglés,Instagram,1,1,15.0,1583.85
688,2025-01-15,24,Argentina,Japonés,Organico,1,0,,
689,2025-01-13,39,México,Francés,Facebook,3,1,4.0,1331.67
690,2025-03-27,18,Colombia,Japonés,Google Ads,3,1,28.0,1652.45
691,2025-07-12,32,Chile,Italiano,Youtube,5,1,25.0,1719.89
692,2025-03-19,18,Colombia,Francés,Instagram,5,1,26.0,1748.42
693,2025-05-31,31,México,Inglés,Google Ads,2,1,26.0,1302.09
694,2025-03-01,19,Chile,Inglés,Google Ads,2,0,,
695,2025-03-01,33,Colombia,Alemán,Organico,1,1,28.0,1608.56
696,2025-04-13,32,Brasil,Francés,Youtube,3,1,11.0,2086.89
697,2025-05-19,22,México,Alemán,Google Ads,1,1,29.0,2182.57
698,2025-03-10,39,México,Francés,Organico,1,1,9.0,1274.45
699,2025-04-02,38,México,Francés,Facebook,3,0,,
700,2025-07-07,20,Brasil,Italiano,Organico,2,1,13.0,2158.67
701,2025-02-07,27,Brasil,Alemán,Facebook,3,1,27.0,1674.83
702,2025-05-20,32,Argentina,Italiano,Facebook,4,0,,
703,2025-06-29,38,Colombia,Francés,Google Ads,4,1,2.0,900.3
704,2025-06-24,28,Argentina,Inglés,Organico,4,0,,
705,2025-01-19,38,Colombia,Francés,Facebook,5,0,,
706,2025-03-30,40,Brasil,Italiano,Youtube,2,0,,
707,2025-04-28,18,Brasil,Alemán,Google Ads,2,1,28.0,1804.73
708,2025-03-13,24,Argentina,Alemán,Organico,5,0,,
709,2025-05-12,32,Chile,Italiano,Organico,1,0,,
710,2025-05-14,32,Argentina,Alemán,TikTok,4,1,13.0,1859.55
711,2025-02-04,35,Colombia,Japonés,Organico,4,1,2.0,2099.4
712,2025-05-06,31,Argentina,Inglés,Google Ads,1,1,5.0,1438.87
713,2025-02-16,40,México,Inglés,Youtube,3,1,10.0,2461.73
714,2025-03-23,37,Colombia,Inglés,Organico,3,1,2.0,2391.99
715,2025-03-06,28,Colombia,Alemán,TikTok,2,1,9.0,1609.21
716,2025-04-18,42,Chile,Alemán,Google Ads,5,1,20.0,1652.15
717,2025-01-21,34,Brasil,Francés,Facebook,2,1,2.0,2228.28
718,2025-06-22,32,Colombia,Francés,Instagram,3,1,23.0,1098.78
719,2025-05-08,19,Brasil,Inglés,Instagram,1,1,24.0,1865.32
720,2025-03-04,27,Argentina,Japonés,Facebook,2,0,,
721,2025-02-02,44,México,Francés,Organico,4,1,28.0,1602.25
722,2025-04-02,24,Chile,Francés,Instagram,4,1,17.0,2292.64
723,2025-05-09,34,Brasil,Alemán,Instagram,1,1,16.0,1252.0
724,2025-06-11,27,Colombia,Japonés,Facebook,3,1,15.0,1369.42
725,2025-04-21,24,Brasil,Inglés,Organico,4,0,,
726,2025-03-08,22,Colombia,Francés,Organico,4,0,,
727,2025-01-18,43,Brasil,Japonés,Facebook,5,1,14.0,1027.43
728,2025-05-20,29,Colombia,Japonés,Organico,2,0,,
729,2025-06-28,35,Argentina,Inglés,Organico,3,1,3.0,1420.21
730,2025-05-11,34,Colombia,Japonés,Google Ads,2,1,10.0,1676.12
731,2025-06-27,41,Colombia,Japonés,Google Ads,3,1,6.0,1099.38
732,2025-06-20,30,México,Japonés,Facebook,4,0,,
733,2025-04-08,31,Colombia,Francés,Youtube,5,1,17.0,1135.86
734,2025-01-26,36,México,Inglés,Instagram,2,0,,
735,2025-03-26,20,Chile,Japonés,Google Ads,4,0,,
736,2025-01-17,18,México,Japonés,Instagram,3,1,25.0,2414.73
737,2025-05-03,27,Argentina,Francés,TikTok,2,1,5.0,1300.39
738,2025-06-19,40,México,Inglés,Facebook,2,0,,
739,2025-06-09,35,Chile,Alemán,Youtube,4,1,7.0,1497.83
740,2025-05-12,42,Argentina,Francés,TikTok,2,1,4.0,1187.83
741,2025-05-24,36,Brasil,Inglés,TikTok,5,1,16.0,1871.63
742,2025-02-22,19,Brasil,Japonés,Organico,5,1,27.0,2393.4
743,2025-06-18,36,México,Inglés,TikTok,4,1,14.0,951.38
744,2025-01-25,38,México,Inglés,Facebook,3,1,17.0,1489.63
745,2025-01-27,31,Chile,Inglés,Google Ads,4,1,4.0,2115.18
746,2025-06-04,40,Chile,Alemán,Facebook,5,1,11.0,2025.61
747,2025-06-27,22,Colombia,Inglés,Google Ads,1,0,,
748,2025-03-24,28,Chile,Alemán,TikTok,1,0,,
749,2025-03-26,36,Colombia,Japonés,TikTok,2,1,17.0,2384.5
750,2025-07-03,25,Argentina,Alemán,Youtube,2,1,27.0,951.46
751,2025-04-22,41,México,Japonés,Google Ads,1,0,,
752,2025-07-01,22,Argentina,Japonés,TikTok,5,1,11.0,1566.94
753,2025-05-20,29,Chile,Alemán,Organico,2,1,24.0,1284.2
754,2025-05-09,41,Argentina,Francés,Instagram,4,0,,
755,2025-06-25,20,Argentina,Italiano,Youtube,4,0,,
756,2025-01-13,18,Argentina,Inglés,Facebook,5,0,,
757,2025-05-27,38,Chile,Italiano,Youtube,2,0,,
758,2025-07-12,44,Argentina,Inglés,Instagram,4,1,21.0,2445.69
759,2025-06-08,26,Colombia,Inglés,Google Ads,2,1,10.0,1183.27
760,2025-02-25,26,Chile,Japonés,Facebook,2,0,,
761,2025-05-30,33,Argentina,Inglés,Facebook,4,1,8.0,2398.16
762,2025-02-13,30,Chile,Inglés,Google Ads,1,1,28.0,913.16
763,2025-04-07,27,Brasil,Alemán,Youtube,4,0,,
764,2025-06-01,24,Colombia,Italiano,TikTok,5,0,,
765,2025-05-03,25,Argentina,Alemán,Youtube,3,1,2.0,954.87
766,2025-06-01,41,Brasil,Inglés,Instagram,4,0,,
767,2025-03-02,27,Brasil,Japonés,Organico,2,0,,
768,2025-06-06,32,Chile,Alemán,TikTok,2,0,,
769,2025-04-08,44,Brasil,Alemán,Youtube,4,1,16.0,2359.57
770,2025-05-12,21,Colombia,Francés,Organico,3,1,23.0,1827.01
771,2025-05-23,22,Colombia,Inglés,Organico,4,1,22.0,1332.4
772,2025-05-14,29,México,Japonés,Google Ads,3,1,29.0,2475.79
773,2025-05-21,28,Colombia,Alemán,Instagram,3,1,2.0,2332.17
774,2025-03-31,23,Brasil,Alemán,Instagram,5,1,1.0,2435.01
775,2025-01-20,25,Colombia,Japonés,Instagram,2,1,19.0,2329.84
776,2025-03-31,24,Chile,Inglés,TikTok,2,0,,
